"FileName"	"CAS"	"Name"	"RT"	"RI"	"Width"	"Purity"	"Model"	"Min. Abund."	"Amount"	"Scan"	"Peak Tailing"	"S/N (total)"	"Base Peak"	"Max. Amount"	"Area"	"Intgr.Signal"	"Max. Area"	"Extra Width"	"Models"	"Frac. Good"	"Expec. RT"	"RI-RI(lib)"	"Net"	"Weighted"	"Simple"	"Reverse"	"Corrections"	"(m/z)"	"S/N (m/z)"	"Area % (m/z)"	"Conc."	"RT-RT(lib)"
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	100527	">Benzaldehyde"	6.9384	943.3	4.7	"67%"	"105 m/z"	"13%"	"0.0228%"	675	1.7	24	1132		0					0				90		90						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	108952	">Phenol"	7.339	965.5	5.7	"35%"	"94 m/z (60)"	"11%"	"0.0145%"	745	1.5	18	1313		0					0				78		83						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	77747	">3-Pentanol, 3-methyl-"	7.3493	966	7.1	"28%"	"TIC"	"17%"	"0.0159%"	747	0.9	18	902		0					0				64		70						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	142621	">Hexanoic acid"	7.3596	966.6	4.8	"60%"	"60 m/z (94)"	"6.0%"	"0.0311%"	749	0.8	26	2565		0					0				85		85						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	102907880	">1-[2,4-Bis(trimethylsiloxy)phenyl]-2-[(4-trimethylsiloxy)phenyl]propan-1-one"	7.5968	979.7	">8"	"58%"	"281 m/z"	"8.6%"	"0.0211%"	790	1.1	20	1780		0					0				75		77						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	102907880	">1-[2,4-Bis(trimethylsiloxy)phenyl]-2-[(4-trimethylsiloxy)phenyl]propan-1-one"	7.6008	980	8.1	"55%"	"TIC"	"8.6%"	"0.0181%"	791	2.3	21	1786		0					0				75		77						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	124130	">Octanal"	7.6917	985	4.7	"69%"	"56 m/z"	"12%"	"0.0248%"	807	1	30	1229		0					0				87		87						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	111148	">Heptanoic acid"	8.9948	1057.2	6.1	"39%"	"TIC"	"16%"	"0.00819%"	1035	2	15	929		0					0				76		76						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	"EPA-121974"	">cis-Linaloloxide"	9.2331	1070.4	5.3	"43%"	"TIC"	"20%"	"0.0112%"	1077	1.1	18	764		0					0				71		71						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	107186	">2-Propen-1-ol"	9.3468	1076.7	5.9	"48%"	"TIC"	"4.8%"	"0.0174%"	1097	1.7	21	3210		0					0				89		89						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	124196	">Nonanal"	9.4474	1082.2	4.5	"83%"	"57 m/z"	"3.1%"	"0.108%"	1114	1.3	56	4848		0					0				93		93						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	33933721	">2H-Pyran-3(4H)-one, 6-ethenyldihydro-2,2,6-trimethyl-"	9.5469	1087.8	5.4	"59%"	"68 m/z"	"8.1%"	"0.0381%"	1131	1.2	27	1890		0					0				80		80						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	31502144	">2-Nonen-1-ol, (E)-"	9.7075	1096.6	5.3	"44%"	"TIC"	"17%"	"0.0139%"	1160	1.3	19	861		0					0				63		67						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	65850	">Benzoic acid"	10.515	1145.8	10.4	"82%"	"105 m/z"	"2.9%"	"0.228%"	1301	1.3	52	5246		0					0				95		95						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	124072	">Octanoic acid"	10.5813	1149.9	5.1	"30%"	"60 m/z"	"8.0%"	"0.0276%"	1312	1.4	25	1915		0					0				79		79						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	55760151	">Cyclobutaneacetonitrile, 1-methyl-2-(1-methylethenyl)-"	10.6585	1154.6	13.3	"41%"	"TIC"	"12%"	"0.0371%"	1326	1.3	25	1193		0					0				63		80						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	112312	">Decanal"	11.0854	1180.8	4.8	"84%"	"57 m/z"	"2.8%"	"0.177%"	1401	1.4	67	5351		0					0				93		93						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	22104796	">2-Nonen-1-ol"	11.1974	1187.7	6.7	"48%"	"TIC"	"16%"	"0.0235%"	1420	1.1	24	947		0					0				76		76						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	1122823	">Cyclohexane, isothiocyanato-"	11.5787	1211.9	5.3	"63%"	"141 m/z"	"5.7%"	"0.0490%"	1487	1.6	33	2668		0					0				86		86						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	105602	">Caprolactam"	12.0285	1241.6	9.3	"58%"	"113 m/z (129)"	"4.9%"	"0.109%"	1566	2.4	38	3102		0					0				90		90						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	112050	">Nonanoic acid"	12.0519	1243.1	3.7	"22%"	"129 m/z"	"9.3%"	"0.0193%"	1570	1.9	27	1654		0					0				61		61						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	69064364	">Z-2-Dodecenol"	12.6154	1280.3	5.2	"52%"	"TIC"	"19%"	"0.0271%"	1669	1.8	27	803		0					0				85		85						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	88993	">1,2-Benzenedicarboxylic acid"	12.8286	1294.3	5.9	"48%"	"76 m/z"	"7.4%"	"0.0354%"	1706	1.2	26	2059		0					0				86		86						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	540976	">Cyclohexasiloxane, dodecamethyl-"	12.8595	1296.3	4.7	"50%"	"341 m/z (76)"	"6.5%"	"0.0281%"	1711	1.8	27	2352		0					0				75		76						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	70372906	">Acetate, [4-hydroxy-4-(1-methylethyl)-5-methyl-2-hexynyl] ester"	12.9349	1301.4	5.1	"31%"	"TIC"	"14%"	"0.0118%"	1724	1	21	1057		0					0				48		48						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	334485	">n-Decanoic acid"	13.443	1337.1	5.9	"51%"	"60 m/z"	"6.0%"	"0.0707%"	1813	1.3	38	2537		0					0				81		81						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	69064364	">Z-2-Dodecenol"	14.0482	1379.6	6.1	"38%"	"TIC"	"11%"	"0.0230%"	1919	1.3	31	1306		0					0				86		87						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	72439793	">3-Ethoxy-1,1,1,7,7,7-hexamethyl-3,5,5-tris(trimethylsiloxy)tetrasiloxane"	15.2124	1464.9	5.9	"22%"	"TIC"	"5.7%"	"0.0192%"	2123	0.7	28	2681		0					0				63		65						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	18645108	">Bicyclo[4.1.0]heptane, 7-butyl-"	15.4005	1478.9	5.9	"22%"	"TIC"	"16%"	"0.0118%"	2156	1.4	25	927		0					0				62		70						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	34283302	">1,2,4-Thiadiazole-3,5-diamine"	15.4456	1482.3	4.6	"7.6%"	"TIC"	"33%"	"0.00385%"	2164	0.8	15	458		0					0				41		97						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	"EPA-343744"	">6-Fluoro-2-trifluoromethylbenzoic acid, 2-formyl-4,6-dichlorophenyl ester"	15.4514	1482.7	6.4	"16%"	"191 m/z"	"6.4%"	"0.0227%"	2165	0.5	20	2392		0					0				79		86						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	143077	">Dodecanoic acid"	16.0377	1527.8	6	"25%"	"60 m/z"	"10%"	"0.0441%"	2267	1.7	29	1422		0					0				62		62						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	6846500	">2,2,4-Trimethyl-1,3-pentanediol diisobutyrate"	16.5635	1569.2	4.7	"41%"	"71 m/z"	"1.3%"	"0.0801%"	2359	1.1	47	11513		0					0				80		80						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	69064364	">Z-2-Dodecenol"	16.679	1578.3	6.1	"23%"	"TIC"	"11%"	"0.0269%"	2380	1	32	1394		0					0				77		78						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	556683	">Cyclooctasiloxane, hexadecamethyl-"	17.1054	1612.5	">9"	"32%"	"TIC"	"2.1%"	"0.0831%"	2454	0	53	7215		0					0				82		88						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	556683	">Cyclooctasiloxane, hexadecamethyl-"	17.3037	1629	">7"	"37%"	"TIC"	"1.7%"	"0.123%"	2489	2.3	59	9015		0					0				84		91						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	556683	">Cyclooctasiloxane, hexadecamethyl-"	17.3077	1629.3	">8"	"28%"	"355 m/z"	"2.3%"	"0.151%"	2490	0.7	51	6616		0					0				81		87						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	19812647	">1,14-Tetradecanediol"	17.8924	1678	5.2	"25%"	"TIC"	"13%"	"0.0185%"	2592	0.9	32	1135		0					0				80		80						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	544638	">Tetradecanoic acid"	18.4153	1722.9	7.4	"24%"	"TIC"	"11%"	"0.0287%"	2683	1.4	31	1341		0					0				67		67						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	556718	">Cyclononasiloxane, octadecamethyl-"	19.1274	1786.2	8.8	"32%"	"73 m/z"	"2.4%"	"0.0978%"	2808	0.5	42	6333		0					0				78		78						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	22768225	">2,4-Diphenyl-4-methyl-2(E)-pentene"	19.3155	1803.7	">11"	"36%"	"TIC"	"5.3%"	"0.119%"	2841	2.1	53	2870		0					0				80		80						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	"EPA-315174"	">Phthalic acid, 6-ethyl-3-octyl butyl ester"	19.6064	1836.8	5.5	"9.0%"	"149 m/z"	"5.7%"	"0.0231%"	2892	0.3	21	2685		0					0				80		80						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	295170	">Cyclotetradecane"	19.7121	1848.8	8	"29%"	"TIC"	"7.6%"	"0.0339%"	2910	1.6	40	2023		0					0				84		84						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	118569	">Homosalate"	19.8259	1861.8	4.4	"11%"	"138 m/z"	"14%"	"0.0276%"	2930	1	27	1074		0					0				72		72						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	118569	">Homosalate"	19.831	1862.3	">13"	"17%"	"TIC"	"10%"	"0.0455%"	2931	1.5	35	1447		0					0				66		70						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	84742	">Dibutyl phthalate"	20.3408	1925.3	5.3	"85%"	"149 m/z"	"0.055%"	"2.48%"	3020	1	249	279611		0					0				96		97						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	"EPA-202150"	">1-Phenyl-4-(3,5-dimethylphenyl)buta-1,3-diene"	20.474	1944.1	10.8	"50%"	"219 m/z"	"1.6%"	"0.673%"	3044	1.5	93	9259		0					0				78		78						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	545482	">Olean-12-ene-3,28-diol, (3.beta.)-"	20.4923	1946.7	9.4	"23%"	"203 m/z (219)"	"5.3%"	"0.122%"	3047	1.6	63	2874		0					0				35		40						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	544763	">Hexadecane"	20.5231	1951.1	4.5	"19%"	"57 m/z (203)"	"2.7%"	"0.111%"	3052	1.9	46	5676		0					0				80		84						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	16819479	">2,5-Diphenyl-2,4-hexadiene"	20.8152	1992.4	6.2	"13%"	"219 m/z"	"7.2%"	"0.0754%"	3103	0.9	39	2126		0					0				62		68						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	3221612	">Octane, 2-methyl-"	21.1335	2043.9	4.2	"9.7%"	"57 m/z"	"4.0%"	"0.0317%"	3159	0.7	37	3809		0					0				80		80						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	62108229	">Decane, 2,5,9-trimethyl-"	21.685	2135.3	4.4	"11%"	"TIC"	"2.5%"	"0.0165%"	3255	1.1	47	6068		0					0				86		87						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	629925	">Nonadecane"	22.2326	2226.1	3.9	"15%"	"57 m/z"	"1.4%"	"0.123%"	3351	1.2	65	10563		0					0				89		89						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	629925	">Nonadecane"	22.8041	2320.9	4.6	"11%"	"57 m/z"	"1.7%"	"0.110%"	3451	1	60	8908		0					0				85		87						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	66251	">Hexanal"	3.9943	783.2	6.1	"32%"	"TIC"	"12%"	"0.0106%"	160	1.6	15	1593		0					0				82		82						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	541059	">Cyclotrisiloxane, hexamethyl-"	4.3681	803.4	7.1	"55%"	"207 m/z"	"3.1%"	"0.0433%"	226	2	26	6102		0					0				90		90						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	100527	">Benzaldehyde"	6.9543	944.2	5.7	"59%"	"105 m/z"	"8.5%"	"0.0213%"	678	1.6	21	2251		0					0				89		89						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	142621	">Hexanoic acid"	7.3555	966.4	7.1	"59%"	"TIC"	"7.0%"	"0.0451%"	748	1.2	28	2731		0					0				54		65						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	124130	">Octanal"	7.7047	985.7	4.3	"60%"	"TIC"	"8.6%"	"0.0222%"	809	1.1	26	2204		0					0				85		85						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	124196	">Nonanal"	9.4616	1083	4.6	"71%"	"57 m/z"	"3.2%"	"0.0689%"	1116	1.2	42	5928		0					0				89		89						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	541026	">Cyclopentasiloxane, decamethyl-"	10.26	1130.2	9.5	"53%"	"TIC"	"6.0%"	"0.0286%"	1256	2.6	23	3145		0					0				86		86						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	124072	">Octanoic acid"	10.5801	1149.8	5.2	"33%"	"60 m/z"	"5.4%"	"0.0297%"	1312	1.4	24	3512		0					0				74		74						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	112312	">Decanal"	11.0967	1181.5	4.6	"77%"	"57 m/z"	"3.0%"	"0.107%"	1403	1.6	51	6337		0					0				92		92						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	1122823	">Cyclohexane, isothiocyanato-"	11.594	1212.9	5.7	"41%"	"TIC"	"6.4%"	"0.0186%"	1490	1.2	22	2977		0					0				82		82						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	10449668	">2,5-Dihydro-5-methoxy-2-furanone"	11.9666	1237.5	4.4	"23%"	"TIC"	"21%"	"0.00744%"	1555	1.6	15	898		0					0				52		64						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	112050	">Nonanoic acid"	12.0575	1243.5	6	"51%"	"60 m/z"	"5.1%"	"0.0551%"	1571	2.1	31	3710		0					0				73		76						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	112050	">Nonanoic acid"	12.0609	1243.7	8	"56%"	"TIC"	"5.4%"	"0.0558%"	1572	1.4	32	3501		0					0				78		80						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	544763	">Hexadecane"	12.2181	1254.1	7.4	"76%"	"57 m/z"	"1.1%"	"0.249%"	1599	1.9	62	16170		0					0				88		88						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	17312833	">Undecane, 5,7-dimethyl-"	12.3495	1262.7	9.7	"61%"	"TIC"	"4.2%"	"0.0597%"	1622	1.4	32	4529		0					0				86		86						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	"EPA-309202"	">Sulfurous acid, 2-ethylhexyl hexyl ester"	12.4255	1267.7	6.2	"43%"	"TIC"	"5.3%"	"0.0292%"	1635	0.8	29	3602		0					0				80		82						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	629505	">Tridecane"	12.4981	1272.5	6.5	"61%"	"57 m/z"	"1.0%"	"0.171%"	1648	2.4	53	18005		0					0				89		89						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	112447	">Undecanal"	12.6233	1280.8	6.8	"38%"	"TIC"	"8.8%"	"0.0339%"	1670	1.3	27	2168		0					0				68		68						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	17301325	">Undecane, 4,7-dimethyl-"	12.8822	1297.8	6.5	"56%"	"TIC"	"1.1%"	"0.224%"	1715	1.3	63	16505		0					0				77		88						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	61141728	">Dodecane, 4,6-dimethyl-"	12.8873	1298.2	6.1	"59%"	"57 m/z"	"1.1%"	"0.215%"	1716	1.3	64	16743		0					0				85		85						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	61141728	">Dodecane, 4,6-dimethyl-"	13.0256	1307.8	9.9	"67%"	"TIC"	"2.7%"	"0.114%"	1740	1.3	40	6907		0					0				88		88						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	17301325	">Undecane, 4,7-dimethyl-"	13.1571	1317	7.8	"62%"	"TIC"	"3.4%"	"0.0828%"	1763	1	35	5551		0					0				87		87						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	334485	">n-Decanoic acid"	13.4543	1337.9	7.3	"56%"	"TIC"	"6.0%"	"0.0824%"	1815	2.7	38	3162		0					0				76		76						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	334485	">n-Decanoic acid"	13.4583	1338.2	6.7	"26%"	"129 m/z"	"6.0%"	"0.0429%"	1816	2.3	26	3140		0					0				60		60						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	41446677	">3-Tetradecene, (Z)-"	13.8052	1362.5	5	"69%"	"55 m/z"	"2.4%"	"0.123%"	1877	0.9	56	7714		0					0				92		92						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	17312548	">Decane, 3,7-dimethyl-"	13.9087	1369.8	4.8	"38%"	"57 m/z"	"3.6%"	"0.0302%"	1895	1	28	5243		0					0				80		83						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	61141728	">Dodecane, 4,6-dimethyl-"	13.9098	1369.9	6.9	"44%"	"TIC"	"3.2%"	"0.0352%"	1895	0.6	31	5979		0					0				80		80						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	69064364	">Z-2-Dodecenol"	14.0607	1380.5	5.1	"43%"	"TIC"	"6.9%"	"0.0242%"	1921	1.4	31	2753		0					0				83		86						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	"EPA-320743"	">l-Norvaline, n-propoxycarbonyl-, octadecyl ester"	14.6499	1423.1	5.6	"18%"	"158 m/z"	"4.4%"	"0.0170%"	2025	1	17	4256		0					0				75		75						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	"EPA-390388"	">Succinic acid, 3-methylbut-2-en-1-yl 2-propylphenyl ester"	14.6779	1425.2	">7"	"12%"	"TIC"	"8.3%"	"0.00635%"	2029	0.4	17	2289		0					0				52		56						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	6898697	">Methanamine, N-butylidene-"	14.8488	1437.9	4.9	"8.3%"	"TIC"	"11%"	"0.00235%"	2059	1	12	1705		0					0				74		74						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	71579696	">3-Isopropoxy-1,1,1,7,7,7-hexamethyl-3,5,5-tris(trimethylsiloxy)tetrasiloxane"	15.2243	1465.8	4.7	"27%"	"73 m/z"	"3.8%"	"0.0338%"	2125	0.9	30	4912		0					0				70		72						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	"EPA-74069"	">3,3,5-Triethoxy-1,1,1,7,7,7-hexamethyl-5-(trimethylsilyloxy)tetrasiloxane"	15.2277	1466.1	7.5	"14%"	"TIC"	"7.6%"	"0.0197%"	2126	0.8	22	2512		0					0				31		45						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	96764	">2,4-Di-tert-butylphenol"	15.4604	1483.4	4.9	"67%"	"191 m/z"	"0.53%"	"0.239%"	2166	1	73	35504		0					0				92		92						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	143077	">Dodecanoic acid"	16.0616	1529.7	8	"31%"	"TIC"	"6.4%"	"0.0380%"	2272	1.9	30	2956		0					0				68		68						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	112538	">1-Dodecanol"	16.412	1557.3	5.1	"34%"	"TIC"	"9.1%"	"0.0256%"	2333	1.3	30	2091		0					0				82		82						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	6846500	">2,2,4-Trimethyl-1,3-pentanediol diisobutyrate"	16.5737	1570	4.9	"18%"	"71 m/z"	"3.4%"	"0.0171%"	2361	1.2	21	5595		0					0				57		57						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170217/BLANK_170214_2.FIN"	6846500	">2,2,4-Trimethyl-1,3-pentanediol diisobutyrate"	16.5777	1570.3	5.1	"18%"	"TIC"	"3.1%"	"0.00942%"	2362	0.6	22	6027		0					0				56		56						
