"HOOK"	"KAAL"	"CAS"	"Name"	"RT"	"Match"	"RTV"	"MatchV"	"Siloxane"	"Cont"	"SampC"	"SampFC"	"AmbiC"	"BlankC"	"SampMax"	"SampFMax"	"SampMean"	"SampFMean"	"SampMedianPos"	"SampFMedianPos"	"SampP"	"SampFP"	"AmbiP"	"BlankP"	"AmbiT"	"BlankT"	"AmbiRatio"	"AmbiFT"	"BlankFT"	"AmbiFRatio"	"Candidate"	"Real"	"AmbiTadj"	"BlankTadj"	"AmbiFTadj"	"BlankFTadj"	"FReal"
0	9.22796018053629e-05	"100-47-0"	"benzonitrile"	7.52535	80.5	0.794067119821429	213.125	FALSE	FALSE	8	8	0	0	127090.974672	127090.974672	2255.26339500234	2255.26339500234	14768.544642	14768.544642	0.0625	0.0625	0	0	0.0352725441032047	0.0352725441032047	Inf	0.0352725441032047	0.0352725441032047	Inf	TRUE	TRUE	0.0623309341001836	0.0659443215842522	0.0395480039945022	0.0401564348251868	TRUE
0.0837413559997946	0.00830214473047382	"100-52-7"	"benzaldehyde"	6.9962	95	0.0726938908209197	19.5850064766839	FALSE	FALSE	127	127	14	38	7931601.19764	7931601.19764	709403.583514477	709403.583514477	404912.530044	404912.530044	0.9921875	0.9921875	0.875	0.974358974358974	0.0168774728695111	8.47671117636490e-11	1.86952940216838	0.0168774728695111	8.47671117636490e-11	1.86952940216838	TRUE	TRUE	1	1	1	1	FALSE
0.00660404471338657	9.59903765486078e-05	"100-66-3"	"anisole"	6.16985	90.5	0.00830745021538461	83.3661538461538	FALSE	FALSE	23	23	0	0	593309.1759	593309.1759	22164.1656635539	22164.1656635539	78291.388353	78291.388353	0.1796875	0.1796875	0	0	0.000300018309399539	0.000300018309399539	Inf	0.000300018309399539	0.000300018309399539	Inf	TRUE	TRUE	0.00154809447650162	0.00161259841302252	0.000925056453981912	0.000925056453981912	TRUE
0.000252560903119369	0.000370446776457311	"102-04-5"	"1,3-diphenylpropan-2-one"	11.2557	76	0.0232521098888889	9.87777777777778	FALSE	FALSE	10	10	0	0	280205.77923	280205.77923	11932.7717945391	11932.7717945391	144584.836155	144584.836155	0.078125	0.078125	0	0	0.00297771912357316	0.00297771912357316	Inf	0.00297771912357316	0.00297771912357316	Inf	TRUE	TRUE	0.0103817774848902	0.0109750219125982	0.00612086708734484	0.00629574900412612	TRUE
0.00362054046325867	0	"103-70-8"	"N-phenylformamide"	11.5163	86	1.37658572218182	14.4545454545455	FALSE	FALSE	10	10	0	0	1097015.73998	1097015.73998	34535.1466437266	34535.1466437266	386240.9615625	386240.9615625	0.078125	0.078125	0	0	0.00325183985010956	0.00325183985010956	Inf	0.00325183985010956	0.00325183985010956	Inf	TRUE	TRUE	0.0108280696523669	0.0110921689121808	0.0063629496085378	0.0063629496085378	TRUE
0.0414101478806613	0.0117096611491846	"106-68-3"	"octan-3-one"	7.46475	92	0.079491852547651	11.2474720357942	FALSE	FALSE	120	120	1	1	18403108.48542	18403108.48542	1070395.33379535	1070395.33379535	465391.56271	465391.56271	0.9375	0.9375	0.0625	0.0256410256410256	8.22929970465938e-09	8.28703709204193e-09	1115.33936098044	8.22929970465938e-09	8.28703709204193e-09	1115.33936098044	TRUE	TRUE	1.51654237414437e-07	1.52718254981916e-07	8.69954540206849e-08	8.76058206873004e-08	TRUE
0.000756662421967563	0	"106-70-7"	"methyl hexanoate"	6.2867	78	0.0219376089090909	53.8545454545455	FALSE	FALSE	11	11	0	0	198174.002496	198174.002496	5138.60575369062	5138.60575369062	33095.996648	33095.996648	0.0859375	0.0859375	0	0	0.00641166672802442	0.00641166672802442	Inf	0.00641166672802442	0.00641166672802442	Inf	TRUE	TRUE	0.0162177452532382	0.0172313543315656	0.00988465287237098	0.00988465287237098	TRUE
0.00034475443131462	4.06614471068792e-05	"110-64-5"	"but-2-ene-1,4-diol"	7.22535	81	2.01512011802198	42.3791208791209	FALSE	FALSE	14	14	0	0	224369.997522	224369.997522	7717.04529275	7717.04529275	50062.5147135	50062.5147135	0.109375	0.109375	0	0	0.00198695019260045	0.00198695019260045	Inf	0.00198695019260045	0.00198695019260045	Inf	TRUE	TRUE	0.00753872278957229	0.008268276607918	0.00445558528037676	0.00474304239523978	TRUE
0.000277940909038372	0.000318103130788141	"111-13-7"	"octan-2-one"	7.6426	84	0.00471852568181817	62	FALSE	FALSE	11	11	0	0	315023.36538	315023.36538	6878.10285192656	6878.10285192656	51301.624034	51301.624034	0.0859375	0.0859375	0	0	0.00939991803700686	0.00939991803700686	Inf	0.00939991803700686	0.00939991803700686	Inf	TRUE	TRUE	0.022455359755072	0.0233190274379593	0.0136390967595786	0.0136390967595786	TRUE
0.000842743974380583	0.000443011780627183	"111-27-3"	"hexan-1-ol"	5.2787	87	0.0447877693589744	24.3333333333333	FALSE	FALSE	12	12	0	0	3032676.38178	3032676.38178	60559.8646180781	60559.8646180781	366993.42156	366993.42156	0.09375	0.09375	0	0	0.0138435475111589	0.0138435475111589	Inf	0.0138435475111589	0.0138435475111589	Inf	TRUE	TRUE	0.0292756988350738	0.0302680954057543	0.0176624571694097	0.0176624571694097	TRUE
