Species,Population,Plant,Bracts,Inflor,Mphase,Fphase,Closed,Buds,Temp,StartSunset,benzonitrile,benzaldehyde,anisole,"1,3-diphenylpropan-2-one",N-phenylformamide,octan-3-one,methyl hexanoate,"but-2-ene-1,4-diol",octan-2-one,hexan-1-ol,4-oxoisophorone,2-methylbutanoic acid,indole,cyclopentanone,2-phenylacetaldehyde,β-mercene,ethyl hexanoate,methyl furan-3-carboxylate,methyl 2-aminobenzoate,methyl (Z)-hex-3-enoate,2-phenylacetonitrile,"4-hydroxy-2,6,6-trimethyl-3-oxocyclohexene-1-carbaldehyde",rosefuran,(Z)-pent-2-en-1-ol,pent-1-en-3-one,"3,7-dimethylundecane","5,7-dimethylundecane",hept-2-enal,"2,3,5,8-tetramethyldecane","(3E)-4,8-dimethylnona-1,3,7-triene","2,2,6-trimethylcyclohexane-1,4-dione",4-methyloctane,methyl (E)-hex-2-enoate,propylcyclopropane,tridec-1-ene,"3,5,5-trimethylhex-2-ene",unknown benzenoid,"3,5-dihydroxy-6-methyl-2,3-dihydropyran-4-one",hept-1-en-3-one,"cyclopentane-1,2-dione",[(Z)-hex-3-enyl] hexanoate,[(Z)-hex-3-enyl] formate,oct-1-en-3-ol,linalool oxide (pyranoid) ketone,[(Z)-hex-3-enyl] acetate,(E)-β-ocimene,linalool oxide (pyranoid),"(3E,5E)-octa-1,3,5-triene","3,5,5-trimethylhex-1-ene",furan-3-ylmethanol,(E)-hex-3-enal,valencene,"1,3-dihydro-2-benzofuran",[(E)-hex-3-enyl] butanoate,perillene,"2,6,6-trimethyloctane",(E)-hept-2-ene,"3H-pyran-2,6-dione",linalool oxide (furanoid),6-methylheptan-3-one,pentyl propanoate,4-methylpentan-1-ol,hexanal,(E)-hex-2-enal,"4-methyl-1,3-thiazole",hex-4-enyl acetate,hept-3-ene,linalool,2-methylnonane,dec-1-ene,(Z)-hex-3-en-1-ol,"heptane-2,3-dione",methyl prop-2-enoate,α-phellandrene,p-cymene,epoxy-linalooloxide
Schiedea hookeri,WK,59,3,2,1,14,15,7,24,1.2,0,12.65,0,0,1.68,35.22,1.83,0,0,31.15,0,0,8.35,0,0,0,0,0,5.19,22.03,0,0,0,4.58,0,0,0,0,0,3.14,0,0,2.15,0,0,10.56,20.19,0,0,12.1,4.83,0,127.75,0.39,12.28,0,0,0,0,0,0,0,0,2.08,0,0,0,0,0.27,0,0,1.56,19.05,11.1,0,0,0,4.64,0,0,465.85,74.72,0,1.3,0,0
Schiedea hookeri,WK,60,7,4,0,10,0,14,23,1.39,0,2.73,0,0,0,5.96,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0.82,8.31,0,0,0,0,0,0,0,0,36.06,0.55,0,0,0.25,0,0,0,4.04,0,0,0,0,0,0,0,0,0,0,0,28.43,11.18,0,5.53,0,0.21,0,0,119.23,4.62,0,1.75,0,0
Schiedea hookeri,WK,61,7,4,0,11,10,5,23,1.44,0,8.69,0,0,0,15.55,0,0,0,0,0,0,2.81,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,0,0,0,5.06,0,0,9.57,1.15,0,0,0,0,68.06,3.63,0,0,4.47,0,0,0,0,0,0,0,0,0,0,3.37,1.28,1.88,0,0,6.04,4.48,0,0,0,0,0,0,39.71,16.58,3.83,0,0,0
Schiedea hookeri,WK,62,0,2,2,28,4,21,22,1.32,0,14,0,0,0,0,0,0,0,0,0,2.77,2.61,0,0.17,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0.58,0,0,0,0,1.34,0,0,0,0,0,0,6.5,0,0,48.6,0,0,0,0,2.2,0,0.74,0,0,4.52,0,0,0,0,0.16,0,0,5.61,10.17,1.9,0.14,0,0
Schiedea hookeri,WK,63,16,4,2,37,21,21,26,-2.43,0,1.8,0.17,0,2.84,136.49,0,0,0,0,0,0,5.62,0,0.67,0,0,0,1.42,0,0,0,0,4.07,0,0,0,0,0,0.48,0,0,0,0,0,44.98,0,0,0,0,0,0,512.63,0.52,0,0,0,7.37,0,0,8.11,0.16,0,0,0,0,0,0,0,0,0,0.88,46.41,8.93,0,0,31.67,1.01,0,0,302.01,6.79,0,0,0,0
Schiedea hookeri,WK,64,2,6,4,58,35,36,22,0.53,0,3.37,0.22,0,2.75,4.31,0,0,0,0,0,0,6.24,0,0,0,0,0.42,3.85,0,0,0,0,0,0,0,0,0,0,8.62,0,0,0,0,0,0,6.67,12.39,0,47.16,0,0,17.88,0.65,0,0,0,0,0,175.34,9.06,0,0,0,0,0,0,8.68,0,0,1.46,0,22.12,2.83,0,0,0,3.45,0,0,42.09,20.84,0,0,0,0
Schiedea hookeri,WK,64,4,4,0,35,2,9,24,1.2,0,5.27,0,0,0,12.35,0,0,0,0,0,0,0.18,0,0.27,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,1.53,0,0,0,6.01,0,5.44,3.23,0,0,0,0,0,37.76,0,10.88,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,7.71,22.53,0,0,0,1.93,0,0,134.4,54.02,0,0,0,0
Schiedea kaalae,3587WP,1,0,1,11,30,53,13,22,0.53,0,1.92,0,0.31,0,5.71,0,0,0,0,4.5,1.16,0.27,0,3.36,0,0,0,0.37,0,0,0.73,0,0,0,0,0,3.66,0,0,2.59,0,0,0,0,0,0,0,0,6.32,0,0,21.42,152.1,0,0.95,230.82,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,45.28,0,0,0,23.71,4.52,0,0,0,0,0,1.42,0.72,0.48
Schiedea kaalae,3587WP,2,0,1,2,13,36,17,22,0.53,0,1.24,0,0,0,0,0,0,0,0,0.79,0,0,0,1.07,0.75,0,0,0,0,0,0.1,0,0,0,0,0,1.05,0,0,1.37,0,0,0,0,0,0,0,0,13.4,0,0,3.13,234.59,0,0,99.41,0,0,2.99,0,0,0,0,0,0,0,2.23,85.68,0.99,0,0,13.35,0,0,0,0,9.95,0,0,0,0,0,7.3,0,0
Schiedea kaalae,3587WP,3,0,2,2,33,31,5,25,-2.17,0,2.16,0,0,0,3.44,0,0,0,0,4.49,0,0,0,0.74,0,0,0,0,0,0,0.37,0,0,0,0,0,1.74,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,32.14,174.12,0,0.37,34.08,0,0,0,0,0,0,0,0,0,0,0,44.25,0,0,0,22.56,0,0,0,0,0,0,0,0,0,0,0,0,0
Schiedea kaalae,3587WP,4,0,2,3,34,10,37,22,0.53,0,1.97,0,0,0,2.34,0,0,0,0,4.25,0,0,0,9.88,0.55,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,7.23,0,0,0,0,0,0.69,6.34,0,40.96,0,0,12.86,149.87,0,0,91.99,0,0,3.56,0,0,0,0,0,0,0,8.19,42.73,0,0,0,7.92,0,0,0,0,0,0,0,0,0,0,0.68,0,0
Schiedea kaalae,3587WP,34,0,2,8,34,20,17,20,3.15,0,1.54,0,0,0,27.99,0,0,0,0,6.97,0,0,0,1.78,0,0,0,0,0,0,1.24,0,0,0,0,1.76,1.4,0,0,2.26,2.12,0,3.18,0,0,0,0,0,0,0,5.13,131.39,82.86,0,0,95.91,0,0,0,0,0,0,0,0,0,0,0,39.56,4.55,0,0,20.19,0,0,0,0,0,0,0,0,0,0,53.57,13.84,1.03
Schiedea kaalae,3587WP,37,0,2,3,46,72,31,20,3.95,0.06,0.67,0,0,0,10.97,0,0,0.47,0,0.85,0,0,0,1.38,0.86,0.73,0,0.05,0,0,0,0,0,0,0,0,0,0,0,1.48,0.58,0,1.83,0,1.83,0,0,0,0,0,0,103.02,246.83,0,0.89,114.42,0,0,0,0,0,0,0,0,0,0,0,108.18,0,2.31,0,8.38,0,0,0,0,0,0,0,0,0,0,0,0,0
Schiedea kaalae,3587WP,38,0,3,8,41,38,83,22,3.3,0,1.25,0,0,0,27.43,0,0,0,0,1.12,0,0,0,2.13,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,3.53,0,0,0,0,5.24,0,0,0,174.55,154.35,0,0.24,62.96,0,0,0,0,0,0,0,0,0,0,0,62.77,0,0.55,0,10.19,0,0,0,0,0,1.6,0,23.91,0,0,0.29,0,0
Schiedea kaalae,3587WP,39,0,2,4,16,9,15,20,2.45,0,5.83,0,0,0,58.98,0,0,0,6.13,19.49,0,0,0,31.16,0.5,0,0,0,0,0.41,1.1,0,0,0,0,0,0,0,0,3.15,0,0,0,0,1.39,0,0,0,0,0,0,517.1,125.74,0,0,408.52,0,0,0,0,0,0,0,0,0,0,0,163.37,8.3,0,0,14.95,0,0,0,0,0.98,0,0,7.85,0,0,9.22,3.21,5.36
Schiedea kaalae,3587WP,40,0,1,4,27,20,27,20,3.03,0,1.08,0,0,0,52.3,0,0,0,0,4.76,0,0,0,2.17,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,1.56,1.61,0,0,0,0,0,0,0,0,0,0,231.01,110.4,0,0,145.79,0,0,0,0,0,0,0,0,0,0,0,54.53,0,0,0,6.07,0,0,0,0,0,0,0,0,0,0,22.04,5.26,1.45
Schiedea kaalae,881KHV,6,0,1,1,17,16,5,25,-0.66,0,1.81,0,0,0,3.03,0,0,0,0,6.5,0,0,0,0.68,0.52,0,0,0,0,0,1.24,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0.9,0,0,0,0,19.65,371.69,0,0.34,110.15,0,0,0,0,0,0,0,0,0,0,0,70.47,0,0,0,20.43,0,0,0,0,0,0,0,0,0,2.06,0,0,0.09
Schiedea kaalae,881KHV,7,0,1,2,14,5,16,25,-1.34,0,1,0,0,0,2.24,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,0,0,0,0,0,0,0,0,0,0,0,10.35,271.29,0,0.37,101.1,0,0,0,0,0,0,0,0,0,0,0,75.51,0,0,0,7.16,0,0,0,0,5.33,0,0.84,0,0,0,0,0,0
Schiedea kaalae,881KHV,8,0,2,0,39,25,25,23,0.84,0.07,1.35,0,0,0,4.01,0,0,0,0,0.31,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,0,0,0,0,0,0,0,0,29.63,59.78,0,0.5,31.06,0,0,0,0,0,0,0,0,0,0,0,13.21,0,0,0,21.23,0,0,0,0,6.85,0,0,0,0,0,0,0,0
Schiedea kaalae,881KHV,8,0,3,3,18,2,47,22,1.32,0,0.85,0,0,0,1.9,0,0,0,0,1.43,0,0,0,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,0,0,0,0,0,0,0,0,0,0,0,6.38,117.03,0,0,45.34,0,0,0,0,0,0,0,0,0,0,0,28.83,0,0,0,4.31,0,0,0,0,0,0,0,0,0,0,1.36,0,0
Schiedea kaalae,892WKG,9,0,1,0,26,39,5,23,0.8,0,1.82,0,0.45,0,39,0,0,0,0,1.53,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,1.82,0,0,0,0.73,0,0,6.62,0,0,0,0,0,0,0,0,227.75,270.93,0,0,95.25,0,0,0,0,0,0,0,0,0,0,0,89.63,0,0,0,17.25,0,0,0,0,0,0,0,6.23,0,0,1.44,0.56,0
Schiedea kaalae,892WKG,9,0,1,0,26,39,5,23,2.14,0,4.62,0,0,0,19.95,0,0,0,13.3,5.44,0,0,0,0.61,0,0,0,0,0,0,4.28,0,0,40.41,0,0,2.03,0,0,5.71,0,0,0,0,0,0,6.02,0,24.29,0,0,218.69,148.81,0,0,163.46,0,0,0,0,0,0,0,0,0,0,4.95,68.26,0,0,0,21.26,0,0,0,0,0,0,0,0,0,0,0,0,0
Schiedea kaalae,892WKG,43,0,2,5,17,6,33,22,3.16,0,0.76,0,0,0,57.21,0,0,0,0,0.43,0,0.17,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0.37,0,0,0,0,0,319.26,90.51,0,0,77.44,0,0,0,0,0,0,0,0,0,0,0,43.91,6.04,1.17,0,3.63,0,0,0,0,0,0,0,0,0,0,59.83,7.79,0
Schiedea kaalae,892WKG,44,0,5,1,20,40,13,22,1.72,0,1.44,0,0,0,5.26,0,0,1.66,0,1.05,0,0,0,1.93,0.29,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,1.62,0.58,0,0,0,0,0,0,0,0,0,0,25.23,190.64,0,0,47,0,0,0,0,0,0,0,0,0,0,0,41.6,0,0,0,65.78,0,0,0,0,0.74,0,0,0,0,0,1.44,0.49,0
Schiedea kaalae,892WKG,48,0,2,1,71,135,36,22,1.98,0,1.34,0,0,0,25.09,0,0,0,3.81,2.13,0,0,0,5.1,1.41,0,0,0,0,0,0.12,1.19,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,219.24,170.73,0,1.8,268.36,0,2.49,0,0,0,0,0,1.68,0,0,0,144.09,0,0,0,29.94,0,0,0,0,0,0,0,0,0,0,1.26,1.23,0
Schiedea kaalae,904WPG,10,0,1,5,18,9,13,22,1.32,0,1.62,0,1.06,0,0,0,0,0,0,2.58,0,1.25,0,10.72,0,0,0,0,0,0,5.32,0,0,55.56,0,0,0,0,0,0.71,0,0,0,0,0,0,11.5,0,78.54,0,0,3.81,65.04,0,0,157.93,0,0,0,0,0,0,0,0,0,0,13.3,55.58,0,0,0,9.47,0,0,0,0,0,0,0,0,0,0,0,0,0.36
Schiedea kaalae,904WPG,11,0,1,12,23,13,44,32,-5.05,0,2.01,0,0,0,166.15,0,1.64,0,0,1.71,0,0,0,0.38,0,0,0,0,0,0,3.32,0,0,0,0,2.78,3.62,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,843.05,114.43,0,0,23.56,0,0,0,0,0,0,0,0,0,0,0,23.62,0,0,0,12.74,0,0,0,0,0,0,0,0,0,0,11.42,19.21,0
Schiedea kaalae,904WPG,11,0,1,12,23,13,44,22,1.2,0,1.2,0,0,0,6.07,0,0,0,0,3.74,0,0,0,3.78,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0.71,0,12.07,0,0,15.03,192.04,0,0,165.22,0,0,2.02,0,0,0,0,0,0,0,2.51,54.18,0,0,0,8.02,0,0,0,0,0,0,0,0,0,2.07,19.8,14.17,0
Schiedea kaalae,904WPG,52,0,1,0,29,77,14,32,-5.35,0,3.54,0,0,0,0,0,0,0,0,2.83,0,0,0,1.92,0,0,0,0,0,0,0.07,0,0,0,0,0,5.26,0,0,0.71,0,0,0,0,0,0,0,2.03,0,0,0,10.13,156.19,0,0,48.74,0,0,0,0,0,0,0,0,0,0,0,37.01,0,0,0,69.53,0,0,0,0,0.21,0,0,0,0,0,0,0.43,0
Schiedea kaalae,904WPG,52,0,1,0,29,77,14,22,1.2,0,1.34,0,0,0,4.41,0,0,0,0,2.3,0,0,0,1.39,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,28.2,190.2,0,0,61.99,0,0,0,0,0,0,0,0.98,0,0,0,37.26,0,0,0,25.84,0,0,0,0,0,0,0,0,0,0,0.44,0,0
Schiedea kaalae,904WPG,53,0,1,11,18,36,23,23,1.31,0.59,24.24,0,0,0,20.99,0,0,0,0,17.88,0,0,0,146.4,0,0,0,0,0,2.18,6.02,0,0,0,0,0,6.64,0,0,4.12,0,0,4.72,0,0,0.79,0,0,0,0,0,188.53,32.4,0,0,249.45,0,0,0,0,0,0,0,0,0,0,0,66.59,0,0,0,61.9,0,0,0,0,0,0,0,4.19,0,0,3.2,5.89,3.98
Schiedea kaalae,904WPG,54,0,2,5,21,17,33,21,2.07,0,2.98,0,0,0,25.95,0,0,0,0,2.33,0,0,0,9.11,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0.33,0,0,1.87,0,0,0,0,0,0,0,0,198.41,91.77,0,0,137.18,0,0,0,0,0,0,0,0,0,0,0,72.41,1.47,0.71,0,8.37,0,0,0,0,0,0,0,4.97,0,0,22.64,4.93,0
Schiedea kaalae,904WPG,55,0,1,0,23,40,3,23,1.27,0,1.25,0,0,0,2.75,0,0,0.81,1.79,2.5,0,0,0,1.97,0.42,0,0,0,0,0,0.21,0,0,0,0,0,1.92,0,0,0.46,0,0,0,0,0,0,0,1.35,0,0,0,12.06,63.15,0,0,121.43,0,0,0,0,0,0,0,0,0,0,0,64.08,0,0,0,23.32,0,0,0,0,2.2,0,0,0,0,0,4.05,2.17,0.5
Schiedea kaalae,Interpop,35,0,1,4,31,13,15,23,1.4,0,2.2,0,0,0,4.96,0,0,0,0,7.07,0,0,0,11.12,0.72,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,1.76,0.66,0,0,0,0,0,0,0,0,0,0,18.74,135.08,0,0,195.12,0,0,0,0,0,0,0,0,0,0,0,85.72,0,0,0,5.15,0,0,0,0,0,0,0,0,0,0,35.88,0.51,0.76
Schiedea kaalae,Interpop,35,0,1,5,29,29,18,20,3.75,0.08,1.2,0,0,0,4.15,0,0,0,0,4,0,0,0,2.36,0.43,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,1.49,0,0,0,26.14,107.55,0,0,67.15,0,0,0,0,0,0,0,0,0,0,0,36.26,0,0,0,7.97,0,0,0,0,0,0,0,0,0,0,4.25,1.73,0.61
Schiedea kaalae,Interpop,35,0,2,2,43,9,27,22,1.93,0,1.74,0,0,0,33.1,0,0,0,0,2.91,0,0,0,8.98,0.55,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0.38,0,0,3.59,0,0,0,0,0,0,0,0,351.88,127.27,0,0,130.07,0,0,0,0,0,0,0,0.49,0,0,0,75.21,0,0,0,4,0,0,0,0,0,0,0,7.69,0,0,33.11,0.64,0
Schiedea kaalae,Interpop,35,0,2,2,43,9,27,22,-4.69,0,3.08,0,0,0,0,0,0,0,0,0.58,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11,0,0,0,0,0,0,0,0,0,8.54,0,0,0,149.87,53.55,0,0,48.86,0,0,0,0,0,0,0,0,4.39,0,0,10.39,0,0,0,20.92,0,0,0,0,0,2.19,0,0,0,0,26.35,0,0
Schiedea kaalae,Interpop,36,0,1,4,48,43,36,22,1.9,0,1.1,0,0,0,0,0,2.56,0,0,5.26,0,0,0,3.37,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1.22,202.74,425.74,0,0,491.59,0,0,0,0,0,0,0,2.2,0,0,0,299.59,0,0,0,9.64,0,0,0,0,0,0,0,0,2.77,0,57.57,6.55,0.85
Schiedea kaalae,Interpop,36,0,1,5,82,97,22,20,1.82,0,5.05,0,0,0,7.58,0,0,0.89,0,18.56,0,0,0,28.33,1.76,0,0,0,0,0,0.59,0,0,0,0,0,2.56,0,0,1.44,1.82,0,1.18,0,0,0,0,2.39,0,0,0,27.82,206.33,0,0,337.61,0,0,0,0,0,0,0,0,0,0,0,201.97,0,0,0,50.08,0,0,0,0,0.68,0,0,0,0,0,39.56,7.63,4.06
Schiedea kaalae,Interpop,41,0,1,1,40,32,17,21,-0,0,1.86,0,0,0,6.92,0,0,0.8,0,1.85,0,0,0,0.55,0,0,0,0,0,0,0.39,0,0,0,0,0,2.02,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,24.58,52.29,0,0,47.96,0,0,0,0,0,0,0,0,0,0,0,18.83,0,0,0,25.13,0,0,0,0,0.94,0,0,0,0,0,68.23,8.12,0
Schiedea kaalae,Interpop,42,0,2,2,96,37,34,23,-0.15,0,1.61,0,0,0,9.53,0,0,8.71,6.22,3.84,0,0,0.69,2.41,0.61,0,0,0,0,0,1.32,0,0,0,0.47,0,2.3,0,0,0.96,0,0,0,0,0,0,0,0,2.79,0,0,74.45,226.27,0,0,164.85,0,0,0,0,0,0,0,0,0,0,0,117.96,0,0,0,34.69,0,0,0,0,7.07,0,0,0,0,0,2.47,0,0
Schiedea kaalae,Interpop,42,0,3,5,63,63,18,20,1.75,0,3.24,0,0,0,5.1,0,0,2.17,0,7.74,0,0,0,25.22,0.47,0,0,0,0,0.3,0.93,0,0,0,0,0,1.59,0,0,2.51,1.4,0,5.02,0,0,0,0,1.64,0,0,0,32.73,121.24,0,0.72,210.26,0,0.55,0,0,0,0,0,0,0,0,0,106.58,0,0,0,38.31,0,0,0,0,0.67,0,0,0,0,0,0.38,0.24,0.83
Schiedea kaalae,Interpop,45,0,1,2,32,57,7,20,2.87,0,0.63,0.23,0,0,2.8,0,0,0,0,0.18,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0,0,0,18.9,59.53,0,0,12.43,0,0,0,0,0,0,0,0.33,0,0,0.16,10.99,0,0,0.48,5.64,0,0,0,1.62,0,0,0,6.42,2.26,0,0,0,0
Schiedea kaalae,Interpop,46,0,2,7,48,89,20,20,2.43,0,2.15,0,0,0,3.69,0,0,1.31,0,2.28,0,0,0,2.28,0,0,0,0,0,0,0.42,0,0,0,0,0,2.25,0,0,0.4,0,0,0,0,0,0,0,2.16,0,0,0,23.17,51.51,0,0,82.04,0,0,0,0,0,0,0,0,0,0.42,0,33.06,0,0,0,52.42,0,0,0,0,1.26,0,0,0,0,0,0.13,0.14,0.58
Schiedea kaalae,Interpop,47,0,2,4,45,27,47,21,2.37,0,1.38,0,1.25,0,13.51,0,0,0,0,1.48,0,0,0,1.96,0.57,0,0,0,0,0,0.18,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.95,165.71,0,0.59,158.52,0,0,0,0,0,0,0,0,0,0,0,56.53,0,0,0,16.74,0,0,0,0,2.55,0,0,0,0,0,0.44,0,0.93
Schiedea kaalae,Interpop,49,0,1,8,47,15,33,32,-5.29,0,2.93,0,0,0,5.51,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.91,25.5,0,0,1.73,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,11.56,0,0,0,0,0,0,0,0,0,0,0,0.29,0
Schiedea kaalae,Interpop,49,0,1,8,47,15,33,22,1.2,0.04,1.75,0,0,0,9.1,0,0,0,0,1.72,0,0,0,11.25,0,0,0,0,0,0,1.25,0,0,8.25,0,5.71,0,0,2.54,1.09,3.97,0,0,0,0,0,1.51,0,41.78,0,0,49.95,192.13,0,0,122.36,0,0,0,0,0,0,0,0,0,0,8.43,46.87,0,0,0,15.22,0,0,0,0,0,0,1.13,0,0,0,0.97,0,0
Schiedea kaalae,Interpop,50,0,2,3,18,25,7,22,1.28,0.03,0.3,0,0,0,1.24,0,0,0,0,0.18,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,15.54,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4.64,0,0,0,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0
Schiedea kaalae,Interpop,51,0,2,6,25,6,49,22,3.05,0,1.02,0,1.02,0,0,0,0,0,0,2.6,0,0.88,0,5.7,0.39,0,0,0,0,0.26,0.66,0,0,0,0,0,0,0,0,0.75,0,0,0.86,2.61,0,0,0,0,0,0,0,84.93,237.56,0,0,173.25,0,0,0,0,0,0,0,0.15,0,0,0,123.62,0,0,0,6.71,0,0,0,0,0,0,0,3.08,0.51,0,24.18,3.3,0
